Property_ID,Property_Name,Listing_Type,Property_Type,County,Estate,Sub_Location,Price_KES,Price_Category,Bedrooms,Bathrooms,Size_SQM,Furnished,Parking,Security_Rating,Water_Supply,Electricity,Internet,Pets_Allowed,Swimming_Pool,Gym,Garden,Balcony,Elevator,School_Nearby,Hospital_Nearby,Shopping_Centre,Public_Transport,Distance_CBD_KM,Family_Friendly,Student_Friendly,Traffic_Level,Noise_Level,Flood_Risk,Gated_Community,CCTV,Latitude,Longitude,Google_Maps_Link,Interactive_StreetView_Link,Image_Path
P055,Lantana Court Kileleshwa,Sale,Apartment,Nairobi,Kileleshwa,Kileleshwa,9000000,Budget,3,3,120,Unfurnished,Yes,Good,Reliable,Reliable,Fibre,Yes,No,No,No,Yes,Yes,Yes,Yes,Kasuku Center,Good,5.8,Yes,No,Medium,Low,Low,Yes,Yes,-1.276388,36.794614,"https://www.google.com/maps?q=-1.276388,36.794614","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.276388,36.794614",images/Lantana Court Kileleshwa - P055.png
P056,Lavington Court Apartments,Sale,Apartment,Nairobi,Lavington,Lavington,13000000,Budget,4,4,160,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Lavington Mall,Good,7.2,Yes,No,Medium,Low,Low,Yes,Yes,-1.272724,36.756902,"https://www.google.com/maps?q=-1.272724,36.756902","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.272724,36.756902",images/Lavington Court Apartments - P056.png
P057,Runda Whispers Villa,Sale,House,Nairobi,Runda,Runda,90000000,Luxury,4,4,450,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Rivers Mall,Poor,11.0,Yes,No,Low,Low,Low,Yes,Yes,-1.217982,36.80536,"https://www.google.com/maps?q=-1.217982,36.80536","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.217982,36.80536",images/Runda Whispers Villa - P057.png
P058,Sifa Towers Suites,Sale,Apartment,Nairobi,Kilimani,Off Waiyaki Rd,9460000,Budget,1,1,59,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yaya Centre,Excellent,4.2,No,Yes,Medium,Medium,Low,Yes,Yes,-1.275621,36.797116,"https://www.google.com/maps?q=-1.275621,36.797116","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.275621,36.797116",images/Sifa Towers Suites - P058.png
P059,Nyangumi Road Residency,Sale,Apartment,Nairobi,Kilimani,Off Nyangumi Rd,15000000,Mid-range,2,2,95,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yaya Centre,Good,4.6,Yes,Yes,Medium,Low,Low,Yes,Yes,-1.294047,36.790168,"https://www.google.com/maps?q=-1.294047,36.790168","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.294047,36.790168",images/Nyangumi Road Residency - P059.png
P060,Yaya Court Apartments,Sale,Apartment,Nairobi,Kilimani,Off Nyangumi Rd,11600000,Budget,1,1,66,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yaya Centre,Good,4.8,No,Yes,Medium,Low,Low,Yes,Yes,-1.284731,36.775585,"https://www.google.com/maps?q=-1.284731,36.775585","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.284731,36.775585",images/Yaya Court Apartments - P060.png
P061,Oloitokitok Road Residency,Sale,Apartment,Nairobi,Kileleshwa,Kileleshwa,7000000,Budget,2,2,80,Unfurnished,Yes,Good,Reliable,Reliable,Fibre,Yes,No,No,No,Yes,Yes,Yes,Yes,Kasuku Center,Good,5.6,Yes,Yes,Medium,Low,Low,Yes,Yes,-1.267125,36.782181,"https://www.google.com/maps?q=-1.267125,36.782181","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.267125,36.782181",images/Oloitokitok Road Residency - P061.png
P062,Mandera Road Apartments,Sale,Apartment,Nairobi,Kileleshwa,Kileleshwa,3000000,Budget,1,1,50,Unfurnished,Yes,Good,Reliable,Reliable,Fibre,No,No,No,No,Yes,Yes,Yes,Yes,Kasuku Center,Good,5.4,No,Yes,Medium,Medium,Low,Yes,Yes,-1.266641,36.781911,"https://www.google.com/maps?q=-1.266641,36.781911","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.266641,36.781911",images/Mandera Road Apartments - P062.png
P063,Njumbi Lane Townhouses,Rent,House,Nairobi,Lavington,Njumbi Lane,400000,Luxury,5,5+,400,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Lavington Mall,Good,7.0,Yes,No,Low,Low,Low,Yes,Yes,-1.298983,36.758725,"https://www.google.com/maps?q=-1.298983,36.758725","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.298983,36.758725",images/Njumbi Lane Townhouses - P063.png
P064,Riverside Square Residency,Rent,Apartment,Nairobi,Westlands,Riverside,250000,Luxury,3,3,245,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Riverside Square,Good,3.4,Yes,Yes,Medium,Low,Low,Yes,Yes,-1.280416,36.812873,"https://www.google.com/maps?q=-1.280416,36.812873","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.280416,36.812873",images/Riverside Square Residency - P064.png
P065,Riverside Drive Heights,Rent,Apartment,Nairobi,Westlands,Riverside Drive,120000,Mid-range,3,3,160,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,No,No,No,Yes,Yes,Yes,Yes,Riverside Square,Good,3.2,Yes,Yes,Medium,Low,Low,Yes,Yes,-1.254638,36.80995,"https://www.google.com/maps?q=-1.254638,36.80995","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.254638,36.80995",images/Riverside Drive Heights - P065.png
P066,Waiyaki Way Villas,Rent,Maisonette,Nairobi,Westlands,Westlands Area,175000,Luxury,4,4,280,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,No,No,Yes,Yes,No,Yes,Yes,Sarit Centre,Excellent,3.1,Yes,No,Medium,Low,Low,Yes,Yes,-1.271775,36.786738,"https://www.google.com/maps?q=-1.271775,36.786738","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.271775,36.786738",images/Waiyaki Way Villas - P066.png
P067,Elite Gardens Westlands,Rent,Apartment,Nairobi,Westlands,Westlands Area,220000,Luxury,3,3,300,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Westgate Mall,Good,3.5,Yes,Yes,High,Medium,Low,Yes,Yes,-1.25466,36.813408,"https://www.google.com/maps?q=-1.25466,36.813408","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.25466,36.813408",images/Elite Gardens Westlands - P067.png
P068,Parklands Duplex Residency,Rent,Apartment,Nairobi,Westlands,Parklands,200000,Luxury,5,5+,350,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Sarit Centre,Excellent,4.0,Yes,No,High,Medium,Low,Yes,Yes,-1.27843,36.79958,"https://www.google.com/maps?q=-1.27843,36.79958","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.27843,36.79958",images/Parklands Duplex Residency - P068.png
P069,Rosslyn Heights Suites,Rent,Apartment,Nairobi,Westlands,Rosslyn,90000,Mid-range,1,1,75,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,No,No,Yes,Yes,No,Yes,Yes,Village Market,Poor,9.2,No,Yes,Low,Low,Low,Yes,Yes,-1.278924,36.807818,"https://www.google.com/maps?q=-1.278924,36.807818","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.278924,36.807818",images/Rosslyn Heights Suites - P069.png
P070,Spring Valley Manor,Rent,Maisonette,Nairobi,Westlands,Spring Valley,280000,Luxury,4,4,320,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Sarit Centre,Good,5.2,Yes,No,Low,Low,Low,Yes,Yes,-1.258025,36.788852,"https://www.google.com/maps?q=-1.258025,36.788852","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.258025,36.788852",images/Spring Valley Manor - P070.png
P071,Mathenge Plaza Residency,Rent,Apartment,Nairobi,Westlands,Westlands Area,160000,Luxury,3,3,180,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Westgate Mall,Good,3.8,Yes,No,Medium,Low,Low,Yes,Yes,-1.266742,36.801494,"https://www.google.com/maps?q=-1.266742,36.801494","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.266742,36.801494",images/Mathenge Plaza Residency - P071.png
P072,Windward Court Apartments,Rent,Apartment,Nairobi,Embakasi,Mombasa Road,60000,Mid-range,2,2,85,Unfurnished,Yes,Good,Reliable,Reliable,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Gateway Mall,Excellent,15.0,Yes,Yes,High,Medium,Medium,Yes,Yes,-1.322048,36.906173,"https://www.google.com/maps?q=-1.322048,36.906173","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.322048,36.906173",images/Windward Court Apartments - P072.png
P073,Runda Crescent Townhouses,Rent,Maisonette,Nairobi,Runda,Runda,650000,Luxury,4,4,380,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Village Market,Poor,10.5,Yes,No,Low,Low,Low,Yes,Yes,-1.220306,36.806354,"https://www.google.com/maps?q=-1.220306,36.806354","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.220306,36.806354",images/Runda Crescent Townhouses - P073.png
P074,Lavington Road Court,Rent,Maisonette,Nairobi,Lavington,Lavington Road,350000,Luxury,4,4,360,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Lavington Mall,Good,7.1,Yes,No,Low,Low,Low,Yes,Yes,-1.282821,36.770898,"https://www.google.com/maps?q=-1.282821,36.770898","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.282821,36.770898",images/Lavington Road Court - P074.png
P075,Gitanga Manor Lavington,Rent,Maisonette,Nairobi,Lavington,Gitanga Road,250000,Luxury,6+,5+,450,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,No,No,Yes,Yes,No,Yes,Yes,Lavington Mall,Good,7.3,Yes,No,Medium,Low,Low,Yes,Yes,-1.292965,36.758351,"https://www.google.com/maps?q=-1.292965,36.758351","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.292965,36.758351",images/Gitanga Manor Lavington - P075.png
P076,Lavington Green Court,Rent,Maisonette,Nairobi,Lavington,Lavington Green,250000,Luxury,4,4,340,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,No,No,Yes,Yes,No,Yes,Yes,Lavington Mall,Good,6.9,Yes,No,Medium,Low,Low,Yes,Yes,-1.269146,36.768496,"https://www.google.com/maps?q=-1.269146,36.768496","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.269146,36.768496",images/Lavington Green Court - P076.png
P077,Sarit View Apartments,Sale,Apartment,Nairobi,Westlands,Westlands,20500000,Mid-range,3,2,156,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Sarit Centre,Excellent,3.2,Yes,No,High,Medium,Low,Yes,Yes,-1.267857,36.800527,"https://www.google.com/maps?q=-1.267857,36.800527","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.267857,36.800527",images/Sarit View Apartments - P077.png
P078,Westgate Plaza Suites,Sale,Apartment,Nairobi,Westlands,Westlands,9900000,Budget,1,1,90,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Westgate Mall,Excellent,3.0,No,Yes,High,Medium,Low,Yes,Yes,-1.27737,36.791741,"https://www.google.com/maps?q=-1.27737,36.791741","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.27737,36.791741",images/Westgate Plaza Suites - P078.png
P079,Brookside Gardens Suites,Sale,Apartment,Nairobi,Westlands,Brookside,7500000,Budget,1,1,72,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Sarit Centre,Good,4.1,No,Yes,Medium,Low,Low,Yes,Yes,-1.270857,36.802649,"https://www.google.com/maps?q=-1.270857,36.802649","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.270857,36.802649",images/Brookside Gardens Suites - P079.png
P080,Brookside Drive Villas,Sale,House,Nairobi,Westlands,Brookside,48000000,Mid-range,3,3,350,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,No,No,Yes,Yes,No,Yes,Yes,Sarit Centre,Good,4.3,Yes,No,Low,Low,Low,Yes,Yes,-1.274097,36.791607,"https://www.google.com/maps?q=-1.274097,36.791607","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.274097,36.791607",images/Brookside Drive Villas - P080.png
P081,Parklands Third Avenue Apartments,Sale,Apartment,Nairobi,Westlands,Parklands,25000000,Mid-range,5,4,350,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,No,No,No,Yes,Yes,Yes,Yes,Sarit Centre,Excellent,3.9,Yes,No,High,Medium,Low,Yes,Yes,-1.27887,36.803933,"https://www.google.com/maps?q=-1.27887,36.803933","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.27887,36.803933",images/Parklands Third Avenue Apartments - P081.png
P082,Gichugu Heights Apartments,Sale,Apartment,Nairobi,Kileleshwa,Kileleshwa,7500000,Budget,1,1,74,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Kasuku Center,Good,5.5,No,Yes,Medium,Low,Low,Yes,Yes,-1.283132,36.793163,"https://www.google.com/maps?q=-1.283132,36.793163","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.283132,36.793163",images/Gichugu Heights Apartments - P082.png
P083,Riverside Gardens Suites,Sale,Apartment,Nairobi,Westlands,Riverside,15000000,Mid-range,2,3,110,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Riverside Square,Good,3.3,Yes,Yes,Medium,Low,Low,Yes,Yes,-1.255211,36.787126,"https://www.google.com/maps?q=-1.255211,36.787126","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.255211,36.787126",images/Riverside Gardens Suites - P083.png
P084,Riverside Heights Suites,Sale,Apartment,Nairobi,Westlands,Riverside,21000000,Mid-range,3,5+,160,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Riverside Square,Good,3.4,Yes,Yes,Medium,Low,Low,Yes,Yes,-1.27386,36.805069,"https://www.google.com/maps?q=-1.27386,36.805069","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.27386,36.805069",images/Riverside Heights Suites - P084.png
P085,Riverside Executive Penthouse,Sale,Apartment,Nairobi,Westlands,Riverside Drive,40200000,Mid-range,3,4,220,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Riverside Square,Good,3.5,Yes,Yes,Medium,Low,Low,Yes,Yes,-1.274573,36.788969,"https://www.google.com/maps?q=-1.274573,36.788969","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.274573,36.788969",images/Riverside Executive Penthouse - P085.png
P086,Riverside Square Suites,Sale,Apartment,Nairobi,Westlands,Riverside,15100000,Mid-range,1,1,70,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Riverside Square,Good,3.2,No,Yes,Medium,Low,Low,Yes,Yes,-1.252935,36.802131,"https://www.google.com/maps?q=-1.252935,36.802131","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.252935,36.802131",images/Riverside Square Suites - P086.png
P087,Riverside Drive View,Sale,Apartment,Nairobi,Westlands,Riverside,13500000,Budget,2,2,100,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Riverside Square,Good,3.3,Yes,Yes,Medium,Low,Low,Yes,Yes,-1.26682,36.808539,"https://www.google.com/maps?q=-1.26682,36.808539","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.26682,36.808539",images/Riverside Drive View - P087.png
P088,Riverside Plaza Residency,Sale,Apartment,Nairobi,Westlands,Riverside,40300000,Mid-range,3,4,180,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Riverside Square,Good,3.4,Yes,Yes,Medium,Low,Low,Yes,Yes,-1.256775,36.790712,"https://www.google.com/maps?q=-1.256775,36.790712","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.256775,36.790712",images/Riverside Plaza Residency - P088.png
P089,Riverside Lane Apartments,Sale,Apartment,Nairobi,Westlands,Riverside Drive,17000000,Mid-range,2,2,115,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Riverside Square,Good,3.2,Yes,Yes,Medium,Low,Low,Yes,Yes,-1.278092,36.797932,"https://www.google.com/maps?q=-1.278092,36.797932","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.278092,36.797932",images/Riverside Lane Apartments - P089.png
P090,Riverside Gardens View,Sale,Apartment,Nairobi,Westlands,Riverside Drive,17000000,Mid-range,3,4,150,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Riverside Square,Good,3.5,Yes,Yes,Medium,Low,Low,Yes,Yes,-1.268293,36.799011,"https://www.google.com/maps?q=-1.268293,36.799011","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.268293,36.799011",images/Riverside Gardens View - P090.png
P091,Riverside Court Residency,Sale,Apartment,Nairobi,Westlands,Riverside,13500000,Budget,3,2,140,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Riverside Square,Good,3.4,Yes,Yes,Medium,Low,Low,Yes,Yes,-1.259128,36.805201,"https://www.google.com/maps?q=-1.259128,36.805201","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.259128,36.805201",images/Riverside Court Residency - P091.png
P092,Riverside Studio Suites,Sale,Apartment,Nairobi,Westlands,Riverside,6000000,Budget,1,1,60,Unfurnished,Yes,Excellent,Reliable,Reliable,Fibre,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Riverside Square,Good,3.2,No,Yes,Medium,Low,Low,Yes,Yes,-1.251475,36.787953,"https://www.google.com/maps?q=-1.251475,36.787953","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.251475,36.787953",images/Riverside Studio Suites - P092.png
P093,El Molo Drive Villas,Sale,House,Nairobi,Lavington,Lavington,72000000,Luxury,4,5+,380,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Lavington Mall,Good,7.4,Yes,No,Medium,Low,Low,Yes,Yes,-1.286921,36.759179,"https://www.google.com/maps?q=-1.286921,36.759179","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.286921,36.759179",images/El Molo Drive Villas - P093.png
P094,Lavington Ridge Duplexes,Sale,House,Nairobi,Lavington,Lavington,82000000,Luxury,5,5+,420,Unfurnished,Yes,Excellent,Reliable,Backup Generator,Fibre,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Lavington Mall,Good,7.5,Yes,No,Medium,Low,Low,Yes,Yes,-1.27315,36.75646,"https://www.google.com/maps?q=-1.27315,36.75646","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.27315,36.75646",images/Lavington Ridge Duplexes - P094.png
P095,Bellevue Court South C,Rent,Apartment,Nairobi,South C,South C,45000,Budget,3,2,110,Unfurnished,Yes,Good,Reliable,Reliable,Fibre,No,No,No,No,Yes,No,Yes,Yes,Nextgen Mall,Excellent,6.5,Yes,Yes,Medium,Medium,High,Yes,Yes,-1.334294,36.816458,"https://www.google.com/maps?q=-1.334294,36.816458","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.334294,36.816458",images/Bellevue Court South C - P095.png
P096,South C Gardens Residency,Rent,Apartment,Nairobi,South C,South C,35000,Budget,2,2,85,Unfurnished,Yes,Good,Reliable,Reliable,Fibre,No,No,No,No,Yes,No,Yes,Yes,Nextgen Mall,Excellent,6.2,Yes,Yes,Medium,Medium,High,Yes,Yes,-1.327344,36.811356,"https://www.google.com/maps?q=-1.327344,36.811356","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.327344,36.811356",images/South C Gardens Residency - P096.png
P097,Nextgen Park Houses,Rent,House,Nairobi,South C,South C,120000,Mid-range,4,3,220,Unfurnished,Yes,Good,Reliable,Reliable,Fibre,Yes,No,No,Yes,Yes,No,Yes,Yes,Nextgen Mall,Good,6.8,Yes,No,Medium,Low,High,Yes,Yes,-1.332506,36.830698,"https://www.google.com/maps?q=-1.332506,36.830698","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.332506,36.830698",images/Nextgen Park Houses - P097.png
P098,SGR View Park Apartments,Sale,Apartment,Nairobi,Syokimau,Syokimau,6500000,Budget,2,2,100,Unfurnished,Yes,Good,Reliable,Reliable,Fibre,No,No,No,No,Yes,Yes,Yes,Yes,Gateway Mall,Good,18.5,Yes,Yes,Medium,Low,Medium,Yes,Yes,-1.366706,36.94684,"https://www.google.com/maps?q=-1.366706,36.94684","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.366706,36.94684",images/SGR View Park Apartments - P098.png
P099,Gateway Park Syokimau,Sale,Apartment,Nairobi,Syokimau,Syokimau,8500000,Budget,3,2,130,Unfurnished,Yes,Good,Reliable,Reliable,5G,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Gateway Mall,Good,18.0,Yes,Yes,Medium,Low,Medium,Yes,Yes,-1.36349,36.922518,"https://www.google.com/maps?q=-1.36349,36.922518","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.36349,36.922518",images/Gateway Park Syokimau - P099.png
P100,Choma Zone Villas,Sale,Maisonette,Nairobi,Syokimau,Syokimau,14500000,Budget,4,4,240,Unfurnished,Yes,Good,Reliable,Reliable,Fibre,Yes,No,No,Yes,Yes,No,Yes,Yes,Gateway Mall,Good,19.2,Yes,No,Low,Low,Medium,Yes,Yes,-1.350022,36.946081,"https://www.google.com/maps?q=-1.350022,36.946081","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.350022,36.946081",images/Choma Zone Villas - P100.png
P101,Base Residency Zimmerman,Rent,Apartment,Nairobi,Zimmerman,Zimmerman,25000,Budget,3,2,95,Unfurnished,Yes,Average,Occasional Outages,Occasional Outages,Fibre,No,No,No,No,Yes,No,No,Yes,TRM Mall,Excellent,13.5,Yes,Yes,High,High,Medium,No,Yes,-1.19193,36.906791,"https://www.google.com/maps?q=-1.19193,36.906791","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.19193,36.906791",images/Base Residency Zimmerman - P101.png
P102,Kamiti Road Court,Rent,Apartment,Nairobi,Zimmerman,Zimmerman,18000,Budget,2,1,70,Unfurnished,Yes,Average,Occasional Outages,Occasional Outages,5G,No,No,No,No,Yes,No,No,No,TRM Mall,Excellent,13.2,Yes,Yes,High,High,Medium,No,No,-1.195539,36.883989,"https://www.google.com/maps?q=-1.195539,36.883989","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.195539,36.883989",images/Kamiti Road Court - P102.png
P103,Zimmerman Plaza Studios,Rent,Studio,Nairobi,Zimmerman,Zimmerman,12000,Budget,0,1,35,Unfurnished,No,Average,Occasional Outages,Occasional Outages,,No,No,No,No,No,No,No,No,TRM Mall,Excellent,13.0,No,Yes,High,High,Medium,No,No,-1.206431,36.885412,"https://www.google.com/maps?q=-1.206431,36.885412","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.206431,36.885412",images/Zimmerman Plaza Studios - P103.png
P104,Greenspan Court Apartments,Rent,Apartment,Nairobi,Donholm,Donholm,35000,Budget,3,2,110,Unfurnished,Yes,Good,Reliable,Reliable,Fibre,No,No,No,No,Yes,No,Yes,Yes,Greenspan Mall,Excellent,11.5,Yes,Yes,High,Medium,Medium,Yes,Yes,-1.296969,36.865759,"https://www.google.com/maps?q=-1.296969,36.865759","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.296969,36.865759",images/Greenspan Court Apartments - P104.png
P105,Donholm Plaza Court,Rent,Apartment,Nairobi,Donholm,Donholm,25000,Budget,2,2,85,Unfurnished,Yes,Good,Reliable,Reliable,Fibre,No,No,No,No,Yes,No,Yes,No,Greenspan Mall,Excellent,11.2,Yes,Yes,High,Medium,Medium,Yes,Yes,-1.297631,36.893559,"https://www.google.com/maps?q=-1.297631,36.893559","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.297631,36.893559",images/Donholm Plaza Court - P105.png
P106,Phenom Estate Apartments,Rent,Apartment,Nairobi,Lang'ata,Near Carnivore,80000,Mid-range,3,3,120,Unfurnished,Yes,Good,Reliable,Reliable,Fibre,Yes,No,No,No,Yes,Yes,Yes,Yes,Carnivore Centre,Good,7.5,Yes,Yes,Medium,Medium,Low,Yes,Yes,-1.345044,36.791522,"https://www.google.com/maps?q=-1.345044,36.791522","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.345044,36.791522",images/Phenom Estate Apartments - P106.png
P107,Southlands Court Langata,Rent,Apartment,Nairobi,Lang'ata,Near Carnivore,50000,Budget,2,1,85,Unfurnished,Yes,Good,Reliable,Reliable,Fibre,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Carnivore Centre,Good,7.2,Yes,Yes,Medium,Low,Low,Yes,Yes,-1.33935,36.78069,"https://www.google.com/maps?q=-1.33935,36.78069","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.33935,36.78069",images/Southlands Court Langata - P107.png
P108,Freedom Heights Court,Rent,Apartment,Nairobi,Lang'ata,Uhuru Gardens,27000,Budget,1,1,55,Unfurnished,Yes,Good,Reliable,Reliable,Fibre,No,No,No,No,Yes,Yes,Yes,No,Freedom Heights Mall,Excellent,6.5,No,Yes,Medium,Medium,Low,Yes,Yes,-1.32428,36.797863,"https://www.google.com/maps?q=-1.32428,36.797863","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.32428,36.797863",images/Freedom Heights Court - P108.png
P109,Otiende Plaza Suites,Rent,Apartment,Nairobi,Lang'ata,Otiende,37000,Budget,1,1,60,Unfurnished,Yes,Good,Borehole Backup,Reliable,Fibre,No,No,No,No,Yes,Yes,Yes,Yes,Langata Shopping Centre,Good,7.8,No,Yes,Medium,Low,Low,Yes,Yes,-1.336327,36.789552,"https://www.google.com/maps?q=-1.336327,36.789552","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-1.336327,36.789552",images/Otiende Plaza Suites - P109.png
